,Activity
1386,LAYING
1162,STANDING
8268,STANDING
722,SITTING
3129,SITTING
15,STANDING
8143,SITTING
7608,WALKING_DOWNSTAIRS
4564,STANDING
7601,WALKING
3771,WALKING_UPSTAIRS
2550,STANDING
6962,WALKING_UPSTAIRS
6215,WALKING_DOWNSTAIRS
1028,SITTING
9363,WALKING_UPSTAIRS
2396,STANDING
240,LAYING
8712,WALKING_UPSTAIRS
8354,WALKING
8386,WALKING_UPSTAIRS
9504,WALKING
398,SITTING
3455,STANDING
7584,WALKING
618,WALKING
6952,WALKING_UPSTAIRS
4048,SITTING
5799,WALKING
930,WALKING
4636,WALKING
7459,WALKING
409,LAYING
2697,WALKING_UPSTAIRS
5896,STANDING
6314,SITTING
8753,SITTING
545,STANDING
10108,STANDING
5777,LAYING
1992,WALKING
3238,STANDING
7100,WALKING_DOWNSTAIRS
3143,LAYING
7886,LAYING
7678,STANDING
7412,LAYING
7556,LAYING
9901,WALKING_UPSTAIRS
2368,WALKING_UPSTAIRS
4438,LAYING
7005,SITTING
4149,WALKING_UPSTAIRS
6351,LAYING
6091,STANDING
4150,WALKING_UPSTAIRS
4891,STANDING
8217,WALKING_DOWNSTAIRS
266,WALKING
235,SITTING
5825,WALKING_DOWNSTAIRS
4858,WALKING_UPSTAIRS
8507,WALKING
929,WALKING
8055,WALKING
6458,STANDING
2980,WALKING
2499,WALKING_DOWNSTAIRS
4269,LAYING
3762,WALKING_DOWNSTAIRS
6336,LAYING
1048,SITTING
591,LAYING
782,WALKING
393,SITTING
9693,WALKING
4894,STANDING
9593,STANDING
2279,LAYING
3124,SITTING
7044,LAYING
10155,SITTING
2749,SITTING
6790,WALKING_UPSTAIRS
3255,STANDING
6031,WALKING_UPSTAIRS
1029,SITTING
3677,SITTING
3808,STANDING
1240,WALKING
2169,WALKING_DOWNSTAIRS
6072,STANDING
9482,WALKING
8021,LAYING
4076,LAYING
3574,WALKING_UPSTAIRS
4710,STANDING
2047,WALKING_UPSTAIRS
6471,STANDING
8100,WALKING_DOWNSTAIRS
8044,WALKING
6182,WALKING
7900,WALKING
4642,WALKING
774,WALKING
4714,STANDING
1957,LAYING
4522,WALKING_DOWNSTAIRS
2420,SITTING
5311,SITTING
9692,WALKING
1746,WALKING_UPSTAIRS
7473,WALKING_DOWNSTAIRS
9408,STANDING
6406,WALKING_DOWNSTAIRS
6629,STANDING
1186,SITTING
6588,WALKING_DOWNSTAIRS
6284,STANDING
7428,LAYING
3707,LAYING
10100,WALKING_UPSTAIRS
1922,STANDING
2730,SITTING
1243,WALKING
8132,STANDING
9487,WALKING
5510,STANDING
724,SITTING
258,WALKING
6667,SITTING
9826,LAYING
1253,WALKING
947,WALKING_DOWNSTAIRS
6322,SITTING
4212,STANDING
1199,SITTING
1523,LAYING
2111,LAYING
5643,WALKING_DOWNSTAIRS
1483,STANDING
8366,WALKING_DOWNSTAIRS
1334,STANDING
9011,WALKING_DOWNSTAIRS
3449,STANDING
664,WALKING_UPSTAIRS
7038,LAYING
4872,WALKING_UPSTAIRS
1167,STANDING
10241,WALKING_DOWNSTAIRS
2205,WALKING_UPSTAIRS
6998,SITTING
6194,WALKING
8326,LAYING
8520,WALKING_DOWNSTAIRS
8475,LAYING
4949,LAYING
430,LAYING
663,WALKING_UPSTAIRS
4516,WALKING_UPSTAIRS
4359,WALKING_DOWNSTAIRS
6241,WALKING_UPSTAIRS
1420,WALKING
4435,LAYING
4370,WALKING_UPSTAIRS
2174,WALKING_DOWNSTAIRS
2092,SITTING
3207,WALKING_DOWNSTAIRS
4098,LAYING
6838,SITTING
6016,WALKING_DOWNSTAIRS
5612,WALKING
8065,WALKING
4837,WALKING_UPSTAIRS
1318,STANDING
2312,WALKING
8338,WALKING
9551,WALKING_UPSTAIRS
1651,SITTING
4327,WALKING
3072,STANDING
1951,LAYING
4128,WALKING_DOWNSTAIRS
8213,WALKING
1494,STANDING
1255,WALKING
1788,STANDING
6064,STANDING
5130,SITTING
4966,LAYING
9316,WALKING
6644,STANDING
4201,STANDING
6399,WALKING_DOWNSTAIRS
3631,STANDING
5867,STANDING
4527,WALKING_UPSTAIRS
1352,SITTING
10267,WALKING_UPSTAIRS
4970,LAYING
9052,STANDING
9685,WALKING
4295,LAYING
7119,WALKING_DOWNSTAIRS
2476,WALKING
7856,SITTING
8387,WALKING_UPSTAIRS
3014,WALKING_DOWNSTAIRS
7779,WALKING_DOWNSTAIRS
7160,WALKING_UPSTAIRS
7295,WALKING_DOWNSTAIRS
5885,STANDING
8636,WALKING
131,WALKING_DOWNSTAIRS
4865,WALKING_DOWNSTAIRS
7276,WALKING
4253,SITTING
6813,STANDING
7726,LAYING
700,STANDING
114,WALKING
7857,SITTING
5570,LAYING
1814,LAYING
6924,WALKING_DOWNSTAIRS
1453,WALKING_UPSTAIRS
9899,WALKING_UPSTAIRS
6419,WALKING_DOWNSTAIRS
9721,WALKING_UPSTAIRS
8924,LAYING
8882,STANDING
9622,SITTING
8310,LAYING
1182,STANDING
5192,WALKING
1930,SITTING
2530,WALKING_UPSTAIRS
875,SITTING
8195,WALKING
3295,SITTING
4816,WALKING
3383,WALKING_DOWNSTAIRS
1609,WALKING_UPSTAIRS
6803,STANDING
27,SITTING
3697,LAYING
9634,SITTING
8144,SITTING
8493,WALKING
7486,WALKING_UPSTAIRS
1973,LAYING
5645,WALKING_UPSTAIRS
6721,LAYING
7548,SITTING
4469,LAYING
10060,WALKING_DOWNSTAIRS
242,LAYING
6517,LAYING
7690,SITTING
8747,STANDING
8202,WALKING
8393,WALKING_UPSTAIRS
5048,WALKING_UPSTAIRS
5025,WALKING_DOWNSTAIRS
3392,WALKING_UPSTAIRS
3846,SITTING
9980,SITTING
6718,LAYING
7860,SITTING
9056,STANDING
1116,WALKING_DOWNSTAIRS
4198,STANDING
5289,STANDING
423,LAYING
3017,WALKING_DOWNSTAIRS
9004,WALKING_DOWNSTAIRS
9,STANDING
9038,WALKING_UPSTAIRS
7143,WALKING_UPSTAIRS
5245,WALKING_UPSTAIRS
4682,WALKING_UPSTAIRS
7511,STANDING
7723,LAYING
10077,WALKING_UPSTAIRS
2029,WALKING_DOWNSTAIRS
2231,STANDING
7361,STANDING
197,STANDING
7141,WALKING_UPSTAIRS
5303,STANDING
6384,WALKING
9122,LAYING
6382,WALKING
8982,WALKING
6416,WALKING_DOWNSTAIRS
2589,SITTING
3716,LAYING
8003,SITTING
1963,LAYING
8560,STANDING
9762,STANDING
8496,WALKING
161,WALKING_UPSTAIRS
3840,SITTING
6328,SITTING
8342,WALKING
6250,STANDING
6401,WALKING_DOWNSTAIRS
7814,WALKING_UPSTAIRS
377,STANDING
3320,LAYING
10054,WALKING_DOWNSTAIRS
1688,LAYING
9527,WALKING_UPSTAIRS
6762,WALKING_DOWNSTAIRS
150,WALKING_UPSTAIRS
9946,STANDING
5650,WALKING_UPSTAIRS
8319,LAYING
4033,SITTING
277,WALKING
2774,LAYING
3880,LAYING
5089,STANDING
454,WALKING
2776,LAYING
4530,WALKING_UPSTAIRS
8423,STANDING
2655,WALKING
5974,LAYING
3652,SITTING
725,SITTING
2902,STANDING
4855,WALKING_UPSTAIRS
5488,STANDING
7722,LAYING
33,SITTING
1033,SITTING
9185,WALKING_UPSTAIRS
2351,WALKING_DOWNSTAIRS
8730,STANDING
3676,SITTING
9009,WALKING_DOWNSTAIRS
5912,SITTING
7909,WALKING
2033,WALKING_UPSTAIRS
7223,SITTING
8194,WALKING
8570,STANDING
6976,STANDING
9565,STANDING
445,WALKING
2375,WALKING_UPSTAIRS
7582,WALKING
4074,LAYING
10277,WALKING_UPSTAIRS
4878,WALKING_UPSTAIRS
6126,SITTING
4457,LAYING
7115,WALKING_DOWNSTAIRS
5121,SITTING
2631,WALKING
6966,WALKING_UPSTAIRS
1582,WALKING_DOWNSTAIRS
4477,WALKING
10115,STANDING
1890,WALKING_UPSTAIRS
7920,WALKING
5956,LAYING
2159,WALKING
7362,STANDING
7406,SITTING
1215,LAYING
4193,STANDING
7568,LAYING
723,SITTING
4005,STANDING
8446,SITTING
2257,SITTING
3795,STANDING
6022,WALKING_DOWNSTAIRS
5577,LAYING
6846,SITTING
5685,STANDING
4892,STANDING
3606,STANDING
4772,LAYING
2703,WALKING_UPSTAIRS
1666,SITTING
3418,WALKING_DOWNSTAIRS
10236,WALKING
1053,LAYING
9716,WALKING_DOWNSTAIRS
8314,LAYING
3105,SITTING
8759,SITTING
7605,WALKING
8043,WALKING
9524,WALKING_DOWNSTAIRS
9507,WALKING
6119,SITTING
2439,SITTING
7283,WALKING
4856,WALKING_UPSTAIRS
7432,WALKING
9717,WALKING_DOWNSTAIRS
4764,SITTING
6627,STANDING
2563,STANDING
1634,STANDING
9948,STANDING
8436,SITTING
2709,STANDING
2543,STANDING
4640,WALKING
3004,WALKING_DOWNSTAIRS
5712,SITTING
861,STANDING
5144,LAYING
1598,WALKING_UPSTAIRS
3106,SITTING
9744,STANDING
208,SITTING
3006,WALKING_DOWNSTAIRS
5727,SITTING
2440,LAYING
9723,WALKING_UPSTAIRS
813,WALKING_DOWNSTAIRS
3887,LAYING
7541,SITTING
189,STANDING
2457,LAYING
4031,SITTING
9415,STANDING
6390,WALKING
3254,STANDING
72,LAYING
7271,WALKING
1658,SITTING
7275,WALKING
9242,SITTING
5084,STANDING
2921,SITTING
6809,STANDING
2778,LAYING
35,SITTING
10107,STANDING
1086,WALKING
7778,WALKING_DOWNSTAIRS
5166,LAYING
1522,SITTING
6242,WALKING_UPSTAIRS
3613,STANDING
4156,WALKING_UPSTAIRS
8883,STANDING
9885,WALKING_DOWNSTAIRS
9925,STANDING
3075,STANDING
9991,LAYING
1499,STANDING
433,LAYING
2917,SITTING
296,WALKING_DOWNSTAIRS
1829,LAYING
4313,WALKING
3593,WALKING_UPSTAIRS
7488,WALKING_UPSTAIRS
10281,WALKING_DOWNSTAIRS
6223,WALKING_UPSTAIRS
9890,WALKING_DOWNSTAIRS
963,WALKING_DOWNSTAIRS
2194,WALKING_UPSTAIRS
1402,WALKING
9033,WALKING_UPSTAIRS
4369,WALKING_UPSTAIRS
7232,LAYING
4587,SITTING
9618,SITTING
48,SITTING
6100,SITTING
5469,WALKING_UPSTAIRS
911,LAYING
5980,WALKING
6220,WALKING_UPSTAIRS
1881,WALKING_DOWNSTAIRS
7240,LAYING
656,WALKING_DOWNSTAIRS
3519,LAYING
5748,LAYING
2240,STANDING
7972,STANDING
2015,WALKING_DOWNSTAIRS
1745,WALKING_UPSTAIRS
9137,WALKING
2422,SITTING
7214,SITTING
8486,WALKING
7978,STANDING
2183,WALKING_DOWNSTAIRS
9125,LAYING
6425,WALKING_DOWNSTAIRS
2779,LAYING
1544,LAYING
6145,LAYING
3927,WALKING
157,WALKING_UPSTAIRS
4886,STANDING
6004,WALKING_DOWNSTAIRS
8649,WALKING
9206,STANDING
2600,LAYING
2468,WALKING
2064,STANDING
3406,WALKING_UPSTAIRS
10080,WALKING_UPSTAIRS
9016,WALKING_UPSTAIRS
3611,STANDING
8116,STANDING
8973,WALKING
3198,WALKING_DOWNSTAIRS
5866,WALKING_UPSTAIRS
7099,WALKING_DOWNSTAIRS
7725,LAYING
5526,SITTING
2971,LAYING
2175,WALKING_DOWNSTAIRS
3087,STANDING
5407,WALKING
7061,LAYING
7300,WALKING_DOWNSTAIRS
8727,STANDING
3585,WALKING_UPSTAIRS
6907,WALKING
1484,STANDING
800,WALKING_DOWNSTAIRS
3487,SITTING
9015,WALKING_UPSTAIRS
2528,WALKING_UPSTAIRS
2823,WALKING
8830,WALKING_DOWNSTAIRS
9490,WALKING
5435,WALKING_DOWNSTAIRS
4617,LAYING
6463,STANDING
8797,LAYING
3048,WALKING_UPSTAIRS
5134,SITTING
4917,SITTING
9843,LAYING
2684,WALKING_UPSTAIRS
2390,STANDING
2941,LAYING
5020,WALKING_DOWNSTAIRS
752,LAYING
7999,SITTING
9158,WALKING_DOWNSTAIRS
7118,WALKING_DOWNSTAIRS
5092,STANDING
4339,WALKING_DOWNSTAIRS
4763,SITTING
4206,STANDING
3851,SITTING
8990,WALKING_DOWNSTAIRS
7106,WALKING_DOWNSTAIRS
8508,WALKING
2186,WALKING_DOWNSTAIRS
9609,SITTING
3176,WALKING
265,WALKING
6906,WALKING
3516,LAYING
1351,SITTING
4615,LAYING
1366,SITTING
8468,LAYING
165,WALKING_UPSTAIRS
1090,WALKING
5330,SITTING
2968,LAYING
4698,STANDING
1123,WALKING_DOWNSTAIRS
9262,SITTING
5615,WALKING
6019,WALKING_DOWNSTAIRS
1365,SITTING
6151,LAYING
5933,SITTING
6806,STANDING
8703,WALKING_UPSTAIRS
2885,STANDING
3404,WALKING_UPSTAIRS
7311,WALKING_DOWNSTAIRS
7085,WALKING
1507,SITTING
4139,WALKING_DOWNSTAIRS
8884,STANDING
7689,SITTING
2193,WALKING_UPSTAIRS
3916,WALKING
1098,WALKING
5346,LAYING
830,WALKING_UPSTAIRS
8111,WALKING_UPSTAIRS
9140,WALKING
8648,WALKING
358,STANDING
4849,WALKING_DOWNSTAIRS
6165,LAYING
7683,SITTING
4738,SITTING
9261,SITTING
129,WALKING_DOWNSTAIRS
757,LAYING
1017,STANDING
2824,WALKING
6111,SITTING
6585,WALKING_DOWNSTAIRS
9362,WALKING_UPSTAIRS
1163,STANDING
1181,STANDING
9165,WALKING_DOWNSTAIRS
9079,SITTING
3947,WALKING_UPSTAIRS
6732,WALKING
3492,SITTING
3955,WALKING_DOWNSTAIRS
435,WALKING
3347,LAYING
7291,WALKING
4064,LAYING
4558,STANDING
5278,STANDING
3318,LAYING
5484,STANDING
2844,WALKING_DOWNSTAIRS
3003,WALKING_DOWNSTAIRS
9200,STANDING
5969,LAYING
9570,STANDING
3324,LAYING
6012,WALKING_DOWNSTAIRS
2769,LAYING
6460,STANDING
9739,WALKING_UPSTAIRS
1054,LAYING
2731,SITTING
9152,WALKING
5820,WALKING_DOWNSTAIRS
8639,WALKING
954,WALKING_DOWNSTAIRS
4928,SITTING
9549,WALKING_UPSTAIRS
4282,LAYING
7817,WALKING_UPSTAIRS
4047,SITTING
1005,STANDING
8124,STANDING
3559,WALKING_DOWNSTAIRS
2030,WALKING_DOWNSTAIRS
138,WALKING_DOWNSTAIRS
5790,WALKING
6931,WALKING_DOWNSTAIRS
1321,STANDING
566,SITTING
7213,SITTING
496,WALKING_UPSTAIRS
1918,STANDING
679,WALKING_UPSTAIRS
5992,WALKING
269,WALKING
7936,WALKING_DOWNSTAIRS
811,WALKING_DOWNSTAIRS
3479,SITTING
797,WALKING_DOWNSTAIRS
5611,WALKING
8587,SITTING
6383,WALKING
9628,SITTING
828,WALKING_UPSTAIRS
841,WALKING_UPSTAIRS
8644,WALKING
5511,STANDING
2309,WALKING
7606,WALKING
5928,SITTING
2638,WALKING
3673,SITTING
5960,LAYING
10240,WALKING
6891,LAYING
5680,STANDING
2218,WALKING_UPSTAIRS
7862,SITTING
1330,STANDING
4578,SITTING
8232,WALKING_UPSTAIRS
3741,WALKING
9955,SITTING
3079,STANDING
1846,WALKING
3230,WALKING_UPSTAIRS
62,LAYING
9801,SITTING
3185,WALKING
3952,WALKING_UPSTAIRS
5045,WALKING_UPSTAIRS
7243,LAYING
3413,WALKING_DOWNSTAIRS
8840,WALKING_DOWNSTAIRS
9567,STANDING
10035,WALKING
583,LAYING
6526,LAYING
3218,WALKING_UPSTAIRS
8106,WALKING_DOWNSTAIRS
194,STANDING
8097,WALKING_UPSTAIRS
1132,WALKING_UPSTAIRS
8510,WALKING_DOWNSTAIRS
5508,STANDING
620,WALKING
6104,SITTING
6910,WALKING
2818,WALKING
7024,SITTING
9484,WALKING
6389,WALKING
7925,WALKING_DOWNSTAIRS
3166,WALKING
7414,LAYING
10266,WALKING_UPSTAIRS
4009,STANDING
10004,LAYING
5169,LAYING
279,WALKING
5495,STANDING
9866,WALKING
8610,LAYING
6339,LAYING
5457,WALKING_UPSTAIRS
8750,SITTING
3389,WALKING_UPSTAIRS
10017,LAYING
7363,STANDING
6157,LAYING
4673,WALKING_UPSTAIRS
1286,WALKING_DOWNSTAIRS
4402,STANDING
3172,WALKING
6599,WALKING_DOWNSTAIRS
1248,WALKING
7804,WALKING_UPSTAIRS
6641,STANDING
6477,STANDING
1408,WALKING
9639,LAYING
4188,STANDING
855,STANDING
7577,LAYING
8483,LAYING
7227,SITTING
1778,STANDING
2187,WALKING_DOWNSTAIRS
143,WALKING_DOWNSTAIRS
2371,WALKING_UPSTAIRS
6999,SITTING
7130,WALKING_UPSTAIRS
1055,LAYING
1596,WALKING_DOWNSTAIRS
4722,STANDING
1319,STANDING
1870,WALKING_DOWNSTAIRS
5328,SITTING
4436,LAYING
7392,SITTING
2393,STANDING
2403,STANDING
1486,STANDING
7823,STANDING
5286,STANDING
8214,WALKING
5113,SITTING
1509,SITTING
7078,WALKING
8339,WALKING
928,WALKING
10195,LAYING
6065,STANDING
9338,WALKING_DOWNSTAIRS
2863,WALKING_UPSTAIRS
1451,WALKING_UPSTAIRS
2090,SITTING
324,WALKING_UPSTAIRS
8611,LAYING
1616,WALKING_UPSTAIRS
5178,WALKING
5149,LAYING
10047,WALKING
487,WALKING_DOWNSTAIRS
1291,WALKING_UPSTAIRS
8812,WALKING
318,WALKING_UPSTAIRS
8198,WALKING
1743,WALKING_UPSTAIRS
6621,WALKING_UPSTAIRS
5943,LAYING
456,WALKING
3192,WALKING_DOWNSTAIRS
2265,SITTING
397,SITTING
5304,STANDING
5360,LAYING
3674,SITTING
7830,STANDING
9719,WALKING_UPSTAIRS
2177,WALKING_DOWNSTAIRS
4346,WALKING_UPSTAIRS
821,WALKING_DOWNSTAIRS
7241,LAYING
7650,WALKING_UPSTAIRS
3321,LAYING
2073,STANDING
9246,SITTING
3898,LAYING
2404,STANDING
2704,STANDING
9156,WALKING_DOWNSTAIRS
1284,WALKING_DOWNSTAIRS
2053,WALKING_UPSTAIRS
323,WALKING_UPSTAIRS
2814,WALKING
1457,WALKING_UPSTAIRS
5506,STANDING
7026,SITTING
84,WALKING
6376,WALKING
2405,STANDING
9344,WALKING_UPSTAIRS
7268,WALKING
5830,WALKING_DOWNSTAIRS
5515,SITTING
8693,WALKING_UPSTAIRS
5909,SITTING
2080,STANDING
503,WALKING_UPSTAIRS
5421,WALKING_DOWNSTAIRS
127,WALKING_DOWNSTAIRS
2243,STANDING
1423,WALKING
5217,WALKING_DOWNSTAIRS
300,WALKING_DOWNSTAIRS
9150,WALKING
38,SITTING
909,LAYING
3331,LAYING
6783,WALKING_UPSTAIRS
7496,WALKING_UPSTAIRS
9674,WALKING
3522,LAYING
3533,WALKING
1073,LAYING
5639,WALKING_DOWNSTAIRS
4247,SITTING
5631,WALKING_DOWNSTAIRS
2685,WALKING_UPSTAIRS
2805,WALKING
7440,WALKING
6363,LAYING
7507,WALKING_UPSTAIRS
2621,LAYING
8946,LAYING
7446,WALKING
6772,WALKING_DOWNSTAIRS
786,WALKING
640,WALKING_DOWNSTAIRS
6960,WALKING_UPSTAIRS
3749,WALKING
9741,WALKING_UPSTAIRS
9232,STANDING
4401,STANDING
3120,SITTING
2967,LAYING
2815,WALKING
8533,WALKING_UPSTAIRS
5995,WALKING
8433,SITTING
605,LAYING
4215,STANDING
6244,STANDING
555,SITTING
9864,WALKING
5546,SITTING
7043,LAYING
3636,STANDING
8135,STANDING
1003,STANDING
10,STANDING
8460,LAYING
1588,WALKING_DOWNSTAIRS
4612,LAYING
77,LAYING
9506,WALKING
10171,SITTING
8933,LAYING
8479,LAYING
350,STANDING
2435,SITTING
3114,SITTING
8170,LAYING
4619,LAYING
8689,WALKING_UPSTAIRS
8203,WALKING
1565,WALKING
5177,WALKING
8091,WALKING_UPSTAIRS
9441,SITTING
8583,SITTING
10261,WALKING_UPSTAIRS
3650,SITTING
8000,SITTING
6657,SITTING
2514,WALKING_DOWNSTAIRS
3335,LAYING
4222,SITTING
5642,WALKING_DOWNSTAIRS
3635,STANDING
5888,STANDING
281,WALKING
4974,LAYING
7343,WALKING_UPSTAIRS
2271,SITTING
9369,WALKING_DOWNSTAIRS
338,WALKING_DOWNSTAIRS
4019,SITTING
653,WALKING_DOWNSTAIRS
6311,SITTING
6272,STANDING
4408,SITTING
5332,SITTING
3930,WALKING_DOWNSTAIRS
5327,SITTING
7067,WALKING
4918,SITTING
3966,STANDING
4081,LAYING
7269,WALKING
6362,LAYING
4371,WALKING_UPSTAIRS
6094,STANDING
5003,WALKING
344,WALKING_DOWNSTAIRS
6396,WALKING
333,WALKING_DOWNSTAIRS
6470,STANDING
8697,WALKING_UPSTAIRS
3901,LAYING
7994,SITTING
1272,WALKING_DOWNSTAIRS
8059,WALKING
6578,WALKING
3838,SITTING
9745,STANDING
2239,STANDING
2517,WALKING_UPSTAIRS
10106,STANDING
882,SITTING
4016,SITTING
9543,WALKING_UPSTAIRS
9714,WALKING_DOWNSTAIRS
8732,STANDING
4890,STANDING
5266,WALKING_UPSTAIRS
6298,SITTING
6043,WALKING_UPSTAIRS
2522,WALKING_UPSTAIRS
3900,LAYING
7569,LAYING
4430,SITTING
4544,STANDING
8007,SITTING
3943,WALKING_UPSTAIRS
3060,STANDING
5220,WALKING_DOWNSTAIRS
3229,WALKING_UPSTAIRS
3279,STANDING
7015,SITTING
4938,SITTING
6103,SITTING
5416,WALKING
5955,LAYING
4628,LAYING
5318,SITTING
3692,LAYING
4411,SITTING
10055,WALKING_DOWNSTAIRS
5968,LAYING
4703,STANDING
2129,LAYING
5218,WALKING_DOWNSTAIRS
943,WALKING
3033,WALKING_UPSTAIRS
3018,WALKING_DOWNSTAIRS
6191,WALKING
7768,WALKING_DOWNSTAIRS
6055,STANDING
8033,LAYING
1180,STANDING
6793,WALKING_UPSTAIRS
4495,WALKING_DOWNSTAIRS
9435,SITTING
4321,WALKING
7312,WALKING_DOWNSTAIRS
8199,WALKING
4351,WALKING_UPSTAIRS
7422,LAYING
3269,STANDING
7598,WALKING
5273,STANDING
8661,WALKING
514,WALKING_UPSTAIRS
8495,WALKING
30,SITTING
2952,LAYING
10247,WALKING_DOWNSTAIRS
8588,SITTING
588,LAYING
1310,WALKING_UPSTAIRS
822,WALKING_UPSTAIRS
3894,LAYING
1591,WALKING_DOWNSTAIRS
6730,WALKING
1487,STANDING
3380,WALKING_DOWNSTAIRS
5083,STANDING
2766,LAYING
556,SITTING
5904,SITTING
1965,LAYING
4650,WALKING
469,WALKING_DOWNSTAIRS
6040,WALKING_UPSTAIRS
7408,LAYING
3450,STANDING
6582,WALKING_DOWNSTAIRS
4690,WALKING_UPSTAIRS
6716,LAYING
4507,WALKING_UPSTAIRS
6800,STANDING
5521,SITTING
8457,LAYING
4001,STANDING
6562,WALKING
2773,LAYING
6265,STANDING
4089,LAYING
1094,WALKING
4759,SITTING
3257,STANDING
3690,LAYING
5122,SITTING
2004,WALKING
1322,STANDING
1278,WALKING_DOWNSTAIRS
3132,LAYING
7908,WALKING
3055,STANDING
9586,STANDING
3484,SITTING
1279,WALKING_DOWNSTAIRS
7109,WALKING_DOWNSTAIRS
6738,WALKING
2208,WALKING_UPSTAIRS
10274,WALKING_UPSTAIRS
6061,STANDING
9718,WALKING_UPSTAIRS
4133,WALKING_DOWNSTAIRS
9690,WALKING
422,LAYING
3415,WALKING_DOWNSTAIRS
6405,WALKING_DOWNSTAIRS
2328,WALKING
1540,LAYING
9256,SITTING
7352,STANDING
5062,WALKING_UPSTAIRS
308,WALKING_UPSTAIRS
6337,LAYING
957,WALKING_DOWNSTAIRS
7154,WALKING_DOWNSTAIRS
9191,WALKING_UPSTAIRS
6193,WALKING
7340,WALKING_UPSTAIRS
3764,WALKING_DOWNSTAIRS
7453,WALKING
1925,SITTING
6816,STANDING
247,LAYING
5322,SITTING
6478,STANDING
6452,STANDING
7702,SITTING
237,LAYING
8133,STANDING
485,WALKING_DOWNSTAIRS
7314,WALKING_DOWNSTAIRS
9386,WALKING_UPSTAIRS
2012,WALKING_DOWNSTAIRS
7916,WALKING
470,WALKING_DOWNSTAIRS
4546,STANDING
8103,WALKING_DOWNSTAIRS
8555,STANDING
5716,SITTING
5975,LAYING
7570,LAYING
8212,WALKING
9222,STANDING
5917,SITTING
10059,WALKING_DOWNSTAIRS
5420,WALKING_DOWNSTAIRS
8895,STANDING
9776,STANDING
659,WALKING_DOWNSTAIRS
8305,SITTING
7296,WALKING_DOWNSTAIRS
7892,LAYING
8986,WALKING
7420,LAYING
2565,STANDING
1927,SITTING
2585,SITTING
9149,WALKING
5593,WALKING
5213,WALKING_DOWNSTAIRS
4834,WALKING_DOWNSTAIRS
4378,STANDING
7111,WALKING_DOWNSTAIRS
1372,LAYING
5528,SITTING
3760,WALKING_DOWNSTAIRS
5090,STANDING
9850,WALKING
7353,STANDING
6226,WALKING_UPSTAIRS
8934,LAYING
6877,LAYING
4922,SITTING
5824,WALKING_DOWNSTAIRS
3224,WALKING_UPSTAIRS
6662,SITTING
2504,WALKING_DOWNSTAIRS
7022,SITTING
3501,LAYING
8913,SITTING
6896,WALKING
1830,LAYING
8223,WALKING_DOWNSTAIRS
6175,WALKING
544,STANDING
523,STANDING
1388,LAYING
42,SITTING
6505,SITTING
1287,WALKING_DOWNSTAIRS
6464,STANDING
4310,WALKING
2992,WALKING
1617,WALKING_UPSTAIRS
3566,WALKING_DOWNSTAIRS
9281,LAYING
7400,SITTING
5808,WALKING
9284,LAYING
484,WALKING_DOWNSTAIRS
141,WALKING_DOWNSTAIRS
3086,STANDING
8188,LAYING
9350,WALKING_UPSTAIRS
990,STANDING
5033,WALKING_DOWNSTAIRS
4059,LAYING
5440,WALKING_DOWNSTAIRS
7769,WALKING_DOWNSTAIRS
7783,WALKING_DOWNSTAIRS
10096,WALKING_UPSTAIRS
1921,STANDING
7035,LAYING
7221,SITTING
3756,WALKING_DOWNSTAIRS
1585,WALKING_DOWNSTAIRS
952,WALKING_DOWNSTAIRS
7718,LAYING
9463,LAYING
9669,WALKING
6874,LAYING
4563,STANDING
4263,LAYING
6148,LAYING
9736,WALKING_UPSTAIRS
3560,WALKING_DOWNSTAIRS
7550,SITTING
681,WALKING_UPSTAIRS
4988,WALKING
1220,LAYING
1665,SITTING
7737,WALKING
5873,STANDING
2344,WALKING_DOWNSTAIRS
8779,LAYING
8083,WALKING_UPSTAIRS
788,WALKING
316,WALKING_UPSTAIRS
771,WALKING
2410,STANDING
1647,SITTING
8301,SITTING
10126,STANDING
3910,WALKING
1111,WALKING_DOWNSTAIRS
6421,WALKING_DOWNSTAIRS
2658,WALKING
10034,WALKING
7895,LAYING
6270,STANDING
6187,WALKING
2093,SITTING
8657,WALKING
5171,WALKING
8787,LAYING
6565,WALKING
2447,LAYING
7652,WALKING_UPSTAIRS
7741,WALKING
5589,LAYING
7051,LAYING
9227,STANDING
7429,LAYING
10292,WALKING_UPSTAIRS
3891,LAYING
7126,WALKING_UPSTAIRS
1914,STANDING
6288,SITTING
1872,WALKING_DOWNSTAIRS
4192,STANDING
2943,LAYING
2297,LAYING
4328,WALKING
7441,WALKING
5317,SITTING
5568,LAYING
8273,STANDING
8092,WALKING_UPSTAIRS
792,WALKING
3733,WALKING
7928,WALKING_DOWNSTAIRS
2985,WALKING
9451,LAYING
6183,WALKING
1070,LAYING
1204,SITTING
6482,STANDING
6835,SITTING
9914,WALKING_UPSTAIRS
1566,WALKING
5417,WALKING_DOWNSTAIRS
244,LAYING
9199,WALKING_UPSTAIRS
2929,SITTING
405,LAYING
3074,STANDING
1097,WALKING
4107,WALKING
5179,WALKING
9873,WALKING_DOWNSTAIRS
10168,SITTING
1853,WALKING
10192,LAYING
5081,STANDING
4944,SITTING
2293,LAYING
8578,STANDING
9545,WALKING_UPSTAIRS
4189,STANDING
10081,WALKING_UPSTAIRS
